DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
10567	__label2__	5	N	Tools	B0001Q2VK0	Makita MAC700 Big Bore 2.0 HP Air Compressor	Piggybacking To An Extra Air Tank Expands Capacity -- Instructions in My Video	[[VIDEOID:8a7f866a9ea04beda707f544428dc23e]] To get more air in the tank and thus more time before the compressor has to kick on, I piggybacked this compressor to an external air tank -- and have been very happy with it. My video says it all and shows how to piggyback this compressor.  You'll see that I hold this rig on a hand truck, which makes it easy to move around. I can still pull the compressor off the hand truck easily, for times when I don't need to extra tank and just want to put the compressor in the truck or something like that.
10568	__label2__	5	Y	Electronics	B004SBB664	NAXA Electronics NPB-246 Portable MP3/CD Player with AM/FM Stereo Radio and USB Input	Works great with CDR/MP3 files	I wanted a boombox to use in our preschool classes that would play CDs burned onto CDR as MP3 files and this works great.  Been using a couple weeks now with no problems.
10569	__label2__	5	Y	Office Products	B002PIR9FE	100 Color Ink Cartridge Tri-pk- Cyan/Magenta/Yellow	For Printer	I had to return it because I mistaken order 100 instead of 150 for my Lexmark S515 Printer.  It should be 150.
10570	__label2__	5	N	Furniture	B00IKWTLC8	Chelsea DSW Molded Plastic Dining Side Chairs (Set of 2) (White, DSW Side Chair)	Comfy, easy to assemble and great for any room.	Extra chairs are something I've been in need of for a while. Something versatile is always good, and these chairs from Chelsea Eames Style certainly fit the bill. They can be assembled in minutes, are pretty sturdy and are comfortable to sit in for any length of time. Looking at them in the stock images, they might not look like much. When you're sitting in one, however, you might want to switch out your old computer desk chair for one of these. Plastic chairs will probably always look 'kiddy' no matter how you look at it, appearing as the kind of thing you'd see in an elementary school. I actually like how the chairs look in-person, and wouldn't be against getting another set because of how reliable they are.<br /><br />The chairs come packed in one box, and in a way where it's practically impossible for them to get damaged during shipping. They have little foam covers on the screw holes, and all the tools are included in a little bag, one taped to each chair. Yep, everything you need to assemble these is included! Assembly only takes a couple of minutes once everything is out of the box. The instructions are easy to follow- you'll have it down after the first chair and not need them for the second. Once they're set, put them where you want and get sitting!<br /><br />There's not much else I can say aside from the fact that they're comfy. The backs have a bit of give so you can lean back a little, and they're very light, making transporting them a breeze. Cleaning them up is equally easy, them being plastic and all. My home has hardwood floors and there haven't been any scratches from the legs when they've been moved or bumped.<br /><br />I got a pair in black, mainly because I felt they'd look better over time with use. Both the white and red are good colors too, and it could be fun to get one set in each color. These things deserve the high review rating.
10571	__label2__	5	N	PC	B00HZR4EEE	OCZ Storage Solutions Vertex 460 Series 240GB SATA III 2.5-Inch 7mm Height Solid State Drive (SSD) With Acronis True Image HD Cloning Software- VTX460-25SAT3-240G	solid, fast mid-sized SSD	A thin, well-built drive. Great performance in a small package. The included 3.5" adapter bracket is handy for those upgrading desktops. Also included is a "I love my SSD" sticker.<br /><br />Write performance is outstanding. I overwrote the entire drive (zero-ed all blocks) 3x in a row without any performance degradation, despite using raw writes ("dd" in UNIX, so TRIM is not being invoked). The sustained 135MB/s recorded in my USB3 Plugable SATA dock is the fastest I've seen from that dock so far. The 7mm height of the drive is meant to fit ultrathin laptops, but makes the drive rattle in some external cases designed for thicker 2.5" drives. In those cases, a small piece of heat-safe foam (or other padding) helps keep the skinny drive in place.<br /><br />The "sweet spot" of SSD pricing continues to drop, but for the moment this size (200-300GB) is the best price vs capacity tradeoff. SSD adoption is still increasing and there's new models most every week, so today's top-rated item might be in the middle-of-the-pack in a few months. It's wise to check for newest reviews as well as compare the many different available models. Also, it now seems unnecessary to buy spinning drives any smaller than 300GB (maybe 500GB if you're not as price conscious).<br /><br />The OCZ name almost disappeared from SSD after the company's bankruptcy this past winter, but Toshiba bought the SSD division and this new drive shows they are serious about continuing the lineage.<br /><br />A fast, solid drive from an old name in flash products, now run by Toshiba. Recommended.
10572	__label2__	3	Y	Musical Instruments	B00ANP5TMG	38" Cutaway Beginner Acoustic Guitar Starter Set, Natural	Bad experience	We received a broken guitar but are currently waiting on the new one to arrive that replaced the broken one.
10573	__label2__	5	Y	Tools	B00004UDHJ	Dremel 442 Carbon Steel Brush	Very handy accessory	Using this brush on my 1977 MGB restoration project. It is very handy and fits all the small spaces. Great tool!
10574	__label2__	5	Y	Beauty	B000ELP5KA	Now Foods: Tea Tree Oil, 4 oz	Healed my acne!	This is the best natural product I've used on my skin. I made a DIY face wash which combines raw honey, coconut oil, aloe, and tea tree oil. The tea tree oil alone is too strong to put all over my face because i have seborrhea dermatitis around my nose. However, the cooling properties of aloe and honey allow me to rub the combined face wash all over my face without being too harsh. I noticed significant results in about 4 days, no more cystic acne...now to heal the blemishes.
10575	__label2__	4	Y	Musical Instruments	B000CCXLTS	On Stage SSB6500 Speaker And Mic Stand Bag	Nice bag	well made, even though the stands fit a little too tight inside and this makes it a little harder to get them in or out. If not for this, I would have given 5 stars.
10576	__label2__	5	Y	Video Games	B003P9FS0U	WWE SmackDown vs. Raw 2011 - Sony PSP	A Big Hit	I bought this game for my 8 year old son - he is huge wrestling fan!  He absolutely loves this game!  The graphics are great and the game was very easy for him to pick up and learn.
10577	__label2__	5	Y	Video Games	B004T0G8O4	Insten Snap-on Crystal Case Compatible With Nintendo 3DS, Clear	Protection that Doesn't Cost an Arm and a Leg	This is not a game, but a protective case for the game. It is sturdy and inexpensive. It will absorb the shock caused by little hands dropping the unit. It works well.
10578	__label2__	5	Y	Video Games	B00KWG4HG0	Mario Party 10	Five stars all the way	This wii title has been a big hit at my home, with family and friends when they come over as well as just us here at home.  Nice to get a group of four together I've found.  Lots of fun.  Playable even for those who don't really play video games.  I find that nice because I have a young video game enthusiast who likes to drag either willing or non-willing people in for a round of this!  Nice you can choose the length of time you wish to play too.
10579	__label2__	4	Y	Sports	B001WIUM5W	UTG Model 4 Detachable Front Sight for Reg Height Gas Block	Quality item, works well	Quality of item appears very good, metal surface and coloration are free of any defects and match the color of my rifle perfectly.  Installs very firmly on my gas block and lines up perfectly with the front sight.  The only reason I gave it 4 stars instead of 5 is that I feel the installation (tightening) knob is a little larger than it needs to be, but it's really no big deal.  I'm very happy with the item.
10580	__label2__	5	Y	Pet Products	B000795XMY	K&H Manufacturing Deluxe Kitty Sill With Bolster Tan Kitty Print 14-Inch by 24-Inch	Wonderful perch!	We recently adopted a cat wanted to start with a few items to make her comfortable.  Remembering how much the cats I had as a kid loved sitting in the window, this seemed like it would be a good fit.  When it arrived, my first impression was that it was easy to assemble and install, looked attractive, and seemed very comfortable.  Under the cover is a layer of egg-crate style foam with what seems to be a waterproof layer over that.  Then comes the actual cover and bolster.  The cover is soft and plush and the bolster is covered with a smooth fabric.  This all fits over a plastic frame.  While the frame doesn't feel overly heavy-duty, it does seem adequate.  Our cat is pretty small, only about six pounds, so I can't say how this would hold up to a 20 pound cat.<br /><br />There are two ways to install this.  You can use the enclosed screws and simply screw them into the window sill.  Slide the cover over and you're done.  This is what we did.  Also, there are two velcro strips, though I can't say how they would work.  I would imagine the tapes from Command hooks could be a possibility for damage-free installation, too.  The velcro (and Command tapes) need to sit for a time before you use the product.<br /><br />The bolster is always shown on the window side, which seems backward to me, but you can put the cover on with the bolster either side.  The bolster also zips off.  Our cat likes to sit on the perch, back away from the window against the bolster.  She seems quite comfortable, spends a lot of time there, and has made herself comfortable in her new home.  We are happy with our decision and would highly recommend this product.
10581	__label2__	4	N	Baby	B00PTL3TKI	Graco Contender 65 Convertible Car Seat, Chili Red	Compact, fair price, will last from infant to about 3 years old.	This car seat seems like a decent inexpensive solution for your child.    Pros:  - Small, can fit in the middle of a small sedan and still fit 2 adults at either side without much hassle.  - Easy to install... Some other car seats leave a lot to be desired.  - Will last from 5 to 40 pounds, which is about from birth till about 3 years of age. (obviously varies depending on child, this is just a rough estimate) This is for back facing carseat.  - Goes up to 65 pounds for forward facing.  - Buckles work fine. My other Graco had buckles "voluntarily recalled" this one has the newer styles already, so I don't foresee a recall. They are easy to adjust and to buckle  on or off.    Cons  - I have other Graco car seats, and the cushion/fabric seems like it's better quality than this. This was a small disappointment.    Overall, if you are looking for a first carseat, and got less than 150 to spend, this is a good choice.
10582	__label2__	5	Y	Tools	B0022G72BK	Leatherman 931009 Bit Driver Extension	A very useful tool to really use screwdrivers with the Leatherman multi-tools	Have you tried to use your leatherman multi-tool in tight areas? I gets a bit cramped and does not make the leatherman tool very useful.<br />This is the solution for it.
10583	__label2__	5	N	Watches	B007EHOAS0	Stuhrling Original Men's 168S.33151 "Classic" Stainless Steel Automatic Watch with Leather Band	A beautiful watch, 2 different band colors, but one design flaw may or may not be important to tyou	This is actually a beautiful piece, especially if you have a guy who usually prefers a sports watch but sometimes needs a dress watch for dressier occasions. This one won't break the bank, but it has a look of a far pricier watch than it actually is for those occasions.<br /><br />Better yet, it comes with 2 band colors both in leather: tan and black so you can easily match one's belt and shoes with accessorizing the watch for the evening or day as well.<br /><br />I personally prefer a watch with an all gold band if worn daily so that you don't have to wear out the band taking it on and off for showering or swimming, but for that occasional dressy outing, this works perfectly.<br /><br />The face being a skeleton of the watch creates a more stylish and interesting look for the piece of jewelry and quite frankly if you are a woman who loves a large watch, it can flow both ways just because of the beauty of the piece. The fancy box it comes in equals the look of the watch.<br /><br />That said, I have to agree with the other reviewer who mentioned it being difficult to read at times. I find the same problem and concur. The hands being small and the cut out making dark areas of the watch, they often blend in together and can cause reading the hand incorrectly.<br /><br />But for the value, it's not a constant problem and not one that would make one set aside the watch in favor of another in our opinion.
10584	__label2__	5	Y	Grocery	B0042DIZIU	Wonderful Pistachios Roasted and Salted Pistachios,1.5 Ounce, Pack of 24.	Love Pistacchios!	I love pistacchios, and I especially love the single servings bags.  My only negative would be that every now and then I get a pistacchio that I cannot open, so then I feel like I've wasted my money.
10585	__label2__	5	Y	Lawn and Garden	B00D0EFJ0O	Gama Sonic Prairie Solar LED Light Fixture, Pole/Post/Wall Mount Kit, Weathered Bronze Finish #GS-114FPW	Worked perfect for a center of table deck light	Worked perfect for a center of table deck light. The fact it comes with three mounting options is great. Not super bright, but excellent for our purposes.
10586	__label2__	5	Y	Camera	B008KBKK5Q	ELM 327 Car Diagnostics USB Interface VAG-COM Cable For OBDII Protocols	As advertized.	Seems to be very good quality. The cable is long enough to reach my tablet that is mounted overhead in a console. I couldn't get the software to open on my laptop. But have an app for my tablet.
10587	__label2__	5	N	Office Products	B005GQKNL4	Avery Removable Shelf Tags for Laser Printers, 2 x 2.25-Inches, Pack of 120 (22803)	great stickers	These are perfect for having a yard or a garage sale. Just print the price information and stick them on all your items!  Alternatively, if you like to be super organized, these go well on all those boxes in the basement or garage that seem to have a million knick knacks and no descriptions.  The best part is the ability to peel and repeel at will - no need to place one label onto the next or constantly crossout labels.  It's simple - print the labels and adhere them to the objects.  In my experience, there are no problems with this item.
10588	__label2__	3	N	Watches	B00KCF7ETI	Citizen Eco-Drive Men's AW1361-01E Sport Stainless Steel Watch with Leather Band	Solar Watch?	When it has came down to Citizen watches, they have been both a hit and a miss in regards to their value. They have had a huge hit with making classic and distinctive watches, and have a big miss when it has came down to catering to younger horologists with timepieces. Their Drive collection has honestly lagged in terms of design and distinction as well as quality for the long-term owner of a timepiece. This timepiece from Citizen, actually does more to confuse the owner than drive in regards to the overall value of the piece. It does have a lovely leather strap and significant movement, but that is really all there is to it. What I do not like about the watch is that you see the watch in 3 directions. The second display seems much bigger on the watch, while the regular time display, and the military display seem much smaller and weaker on the watch. Overall, it is a noble watch, but there are better ones Citizen has made overall for the money.<br /><br />Price: C-<br /><br />Setup & Comfort: C+<br /><br />Overall: C
10589	__label2__	5	Y	Musical Instruments	B005HQO012	Fender 3/8 x 3/8 x 3-1/2 Inches Pickup Shielding Material for Electric Guitar, Rubber	Sometimes the real deal is the REAL DEAL.  This is one of those times.  You won't be sorry.	I was going to try to go to the Homeless Despot and buy weather stripping, figuring foam is foam.  But I decided that I would get just one package in case there was something I overlooked.<br /><br />I would never have guessed the correct density without an awful lot of trial and error, not to mention unnecessary disassembly and re-assembly of my bass guitar project.<br /><br />Just do it right.  Buy these.  Don't make me have to come down there.
10590	__label2__	5	Y	Books	B000MXSI04	Glock Pistols Disassembly & Reassembly Gun-guide (Disassembly & Reassembly Guide)	Good item	I personally don't own, or even like, the Glock. I got this for assisting others and it works very well for that.
10591	__label2__	5	Y	PC	B00BISWJYS	iPad Air Case, [CORNER PROTECTION] CaseCrown Bold Standby Pro (Black) with Sleep / Wake, Hand Grip, Corner Protection, & Multi-Angle Viewing Stand	Keeps the size and shape of the iPad Air that we all love while making it feel protected	No issues with the case. Keeps the size and shape of the iPad Air that we all love while making it feel protected. The two spots in the back for it lock in position are perfect for all my needs. Thank you!
10592	__label2__	4	N	Office Products	B00P9SI8IE	iGearPro Multifunctional Voice Recorder - Portable Rechargeable Digital Audio Dictaphone - MP3 Player (8GB)	More Useful as an MP3 Player than a WAV Recorder	I received a free item to review.  The interface is a little quirky; the multi-use buttons could have been better thought out:  The mode/select button is used a lot and I think would function better as a large round button on the front rather than the small push switch on the side - it would also be more comfortable for both right and left-handed users.  The sliding power side switch lies too flush with the case and the texture doesn’t make for an easy grip – you have to really press and push to move it.  I also don’t like that I can’t select Play directly after adjusting the volume. I have to select Stop first – that’s just bad design.  Selecting and deleting files is not as intuitive as I’d like, but the unit was recognized by Windows 7 easily and the folders can be accessed directly.  While the WAV file bit rate isn’t adequate for serious music recording, the recorder works fine as a scratch pad for saving instrumental or vocal ideas. Frankly it’s neither as full-featured nor useful as my Zoom H2 recorder but they’re at different price points and it’s not really fair to compare.  The MP3 Player mode comes with two “C-Pop” recordings of what sound like male and female Chinese vocalists singing English phonetically. The unit’s built-in speaker is not so useful, but the buds sound quite good. Of the seven EQ presets only 3-4 were noticeably distinct to my ears, including the Dynamic Bass Boost.  Overall it makes a compact little mp3 player with decent sound. But a better design and better recording capability would make it more competitive with other products in this range.
10593	__label2__	5	Y	Tools	B00009MDBU	P3 P4400 Kill A Watt Electricity Usage Monitor	handy	great tool for determining what 110VAC appliances and devices are sucking your hard earned money out of your wallet.  might be nice if it did more calculating on your behalf.
10594	__label2__	1	Y	Sports	B001IEKZDO	Omron Home Blood Pressure Kit Large, Blue/Black - 104MAJ	Don't expect this to last even a year.  They don't make replacement parts, so you'll have to buy another one soon.	Revised review (see original below)  I recommend you not buy this product because of the Omron planned obsolescence policy.  Within a year or so of purchase, the bladder and tubing failed.    I phoned Omron customer service to purchase replacement bladder and was told to buy a new unit.  This is not the first time one of these units lasted only a year or two for me even though used as directed.  Original review was as follows:  The cuff is really wide.  I'm 6'1&#34;, and it covers my upper arm.  Compared to my 15 year old lumiscope 13&#34; cuff, the readings are a little higher (not lower), but the arm to arm reproducibility is better.  I can't explain it, but although I think it's a little less sensitive, the ear sounds are louder.  Maybe less high frequency and louder bass.  I recommend this brand because the construction is sturdy (less good than the old lumiscope, but I can't find that).  Compared to other cuffs available from Amazon:  The $25 and under nylon bladder cuffs I have tried don't work at all.  My last cuff from amazon was made of cheap chinese rubber and decayed in two years (check that there is a long warrantee; this one had limited 1 year parts).  The Majestic has a latex bladder and I was hopeful enough after having spent a lot of time shopping for something like my lumiscope that I purchased a second as back-up.  The weak point of the unit may be the cords, and I suppose they are replaceable.  I haven't yet checked for replacement parts
10595	__label2__	4	N	Pet Products	B0098B7JXI	Dick Van Patten's Natural Balance Natural Balance Delectable Delights Fetchin' Catchin's Stew Wet Dog Food, 8-Ounce Container, 12 Pack	Great for our almost toothless dog.	This was a delightful meal for our little 12 year old mini-pin, who unfortunately has lost most of her teeth.  It's was moist enough to take the way it is.  The packaging is conveniently resealable. She had this one tub for two meals. It does seems a little bit costly for dog food, but if you can fit it in your budget, it is a good one.
10596	__label2__	5	Y	Home Improvement	B000HE7YQM	M-D Building Products 1025 All-Climate Auto and Marine 17-Feet Weather Seal Strip, Black	Highly versatile weather seal	Looking over these reviews you see a wide variety of applications for this versatile weather seal.  My two uses to date:    1.)  Insulation for the door of this humidor - [[ASIN:B005KLQURG Havana Cigar Cafe Display Humidor]].  I found that sponge rubber weatherstripping compressed too much in a short period of time and was not providing the necessary seal.  This rubber weather seal worked out perfectly for this application.    2.)  Bed rail fastener gasket - this is a much less conventional use for this product but it was effective for me.  My bed has a wooden head and foot board with wooden side rails that fasten to the foot/head boards with metal hardware.  With movement on the bed the friction of the side rails against the head/foot boards resulted in a distracting squeaking sound.  I used this rubber weather seal as a gasket where these pieces meet and it eliminated the noise.  In fact, I can't believe just how well it worked for this purpose and suggest you give it a try if you encounter this same annoyance.    I purchased this in September of 2014 and paid $6.99.  I'm very happy with the performance of this product.
10597	__label2__	3	N	PC	B00LZL83M0	Kensington KeyFolio 10-Inch Fit Bluetooth Keyboard Case for Android Tablets (K97312US)	Get the basics right, please, before investing in features development	I have a Belkin QODE keyboard for my Kindle HDX 7&#34;, and although I'm sure that as a touch typist I'll find it handy to have this larger unit, I'm surprised and disappointed that this KeyFolio model has keys with a less responsive &#34;feel&#34;, as well as no way to visually assess whether the unit is on or off, except at the moment when it is turned on or off (and either one or two indicators are briefly lit.)  It's almost certain that I will inadvertently leave it on from time to time, draining battery life.<br /><br />I borrowed my daughter's 10&#34; pad to see about the functionality, and we agreed that the tablet holding &#34;stretchy bands&#34; worked better than it initially appeared would be the case, and the weight of her pad nicely balanced the easel function.  Without a pad inserted, it had seemed far less stable.<br /><br />The case closes to a secure and thin unit that offers moderate protection.  Again, not bad.<br /><br />Writing this, I've already had keys stick a few times, creating text liiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiike this.<br /><br />The instant &#34;Tap Launch&#34; feature is a nicely considered one, as are the iconographic function keys at the top of the keyboard,but overall the KeyFolio is going to offer a mixed bag of helpful features and needless frustrations to the user.  i'd say wait for the next version of this model.
10598	__label2__	5	N	Office Products	B001PMG7AO	Westcott School Scissor Caddy and Kids Scissors With Anti-microbial Protection, 24 Scissors and 1 Caddy, 5-Inch Blunt (14756)	My daughter's class really liked it	The Caddy is really pretty and color coordinated.  It keeps all the scissors in a neat today place.  The scissors are great for arts and crafts for my daughter's kinder class.  Her whole class uses it now.
10599	__label2__	4	Y	Lawn and Garden	B00BBQVL5U	GreenWorks 25322 G-MAX 40V 16-Inch Cordless Lawn Mower, (1) 4AH Battery and a Charger Included	Received today and used once, so far I'm impressed, update to follow after I've had it awhile	First day arrival and cut (an update will be made after I've had it for awhile) Manuals: - One for the mower and one for the battery/charger - Exceptionally easy to understand in English and I assume in Spanish (included) which I'm unable to understand - 10 year warranty on motor, 4 on mower, 2 on battery and it's your cost to send it in or drop it off for repair Mower - Looks very slick - Mulch plug was installed on mine and can be removed and installed with a light touch - The bag looks like it's very good quality but we have no plans to use it - The battery (40V 146Wh) came 45% charged and charged to full strength from that point in 1 hour and 10 minutes - The battery is installed and uninstalled just like you'd do it on a cordless drill - The &#34;sweep&#34; on this mower is a flexible plastic rather than the soft material (e.g. rubber) found on other mowers we've owned Operation (the cut) - The height adjustment is very easy to use and is well designed (see engineering section) - The start instructions are simple; hold the button (easy) and pull the safety bar back (easy) and let go of the button when it starts - The mower is so quiet you could cut at 2AM and nobody will wake up - My end unit town house required 25% of the charge - I saved a lot of time (10 min on what was a 30 min job) without having to retrieve, hookup, shift around, curl up, and store a cord - The mower mulches better than the electric unit this replaced (a bit of grass in the mulch plug when I was done) - Very little grass stuck to the underside of the deck (deck is non-metal and strong) - The cut is level Engineering (If Greenworks Engineers are reading - Good Job) - The carry handle is very nice (more like fantastic) - The battery may be installed and uninstalled with the mower handle up or down - The cams on the mower handle saved time folding and unfolding the handle - The height control lever sticks straight up so when the mower is on the side for cleaning it does not contact the ground - It's a light unit
10600	__label2__	5	N	Video DVD	B00M552Q0K	Michael Nyman: Make it Louder, Please! [Blu-ray]	Michael Nyman pays tribute to Handel in is own inimitable way PLUS a 50 minute documentary on Nyman himself	Michael Nyman pays tribute to Handel in is own inimitable way PLUS a 50 minute documentary on Nyman himself<br /><br />For some reason, music stores and concert programs file British composer Michael Nyman under “Classical Music”. I find this interesting because that’s not really what Nyman’s music is about. First off, he is most well-known for the film score for “The Piano” and wrote film scores for some Peter Greenaway films. (So, is John Williams a “classical composer”?<br /><br />Next is the fact that most recordings of his music are by the Michael Nyman BAND (not Michael Nyman Orchestra!). And look at the instruments he uses: French horn, electric guitar, drum, and only two or three string players.  And most of his “pieces are short, lasting from two to 5 minutes.  Yes he does write repetitive rhythms like Phillip Glass but Nyman’s work is fast and he “borrows” tunes to insert in his pieces. While I like Phillip Glass and John Adams, I LOVE Nyman’s work.<br /><br />This wonderful Bluray disc contains the 2009 concert held in the German label Arthaus’s intimate concert hall. The occasion was the premiere of Nyman’s tribute to the work of Handel: I piece titled “Musicologist Scorse”. At 21:31 it is the only one of the 16 pieces in this 89 minute concert. The others are some of Nyman’s “hits” (but not “The Piano” and a few that are new (or were in 2010). The camera work is superb!  As a bonus – for those not familiar with the composer – is a 52-minute film “Michael Nyman – Composer in Progress” from 2009. This film has been available on another DVD from Arthaus, but it’s nice to have it here as a bonus.<br /><br />If you are a Nyman fan like me, you’ll want to see this BD. If you are new to Nyman and have a short attention span to instrumental works, this is a great start since you can watch the “portrait” first and then the concert.<br />The BD comes with a 20-page booklet of photos and an essay in English, French and German.<br /><br />I hope you found this review both informative and helpful.<br /><br />Steve Ramm<br />“Anything Phonographic”
